pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length
FF,2018-09-02,97.8,-2.23,5.92,"Ohtani, Shohei",493329,660271,,foul,,,,,12,Yuli Gurriel strikes out swinging.,R,R,R,HOU,LAA,S,,,1,2,2018,-0.13,1.28,0.86,2.93,,,,1,2,Bot,,,,,516472,,,8.73419396944849,-142.149998107319,-5.57819108918948,-3.86867441181894,33.0125102088284,-13.4155904161101,3.43,1.72,,,,98.5,2293.0,6.8,531454,660271,516472,527043,664058,621493,592743,458913,545361,594777,53.71,,,,,,,,14,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,186.0,0.0,0.0,,
FS,2018-09-02,87.1,-2.19,5.94,"Ohtani, Shohei",493329,660271,,ball,,,,,13,Yuli Gurriel strikes out swinging.,R,R,R,HOU,LAA,B,,,0,2,2018,-0.1,-0.04,-1.54,2.42,,,,1,2,Bot,,,,,516472,,,1.77695108255424,-126.814636745133,-2.15379398159328,-1.48181317103081,29.1525750126679,-32.2921535075337,3.43,1.74,,,,86.9,1144.0,6.4,531454,660271,516472,527043,664058,621493,592743,458913,545361,594777,54.07,,,,,,,,14,3,Split-Finger,0,0,0,0,0,0,0,0,Standard,Standard,288.0,0.0,0.014,,
ST,2018-09-02,79.8,-2.38,5.89,"Ohtani, Shohei",493329,660271,,foul,,,,,5,Yuli Gurriel strikes out swinging.,R,R,R,HOU,LAA,S,,,0,1,2018,1.46,-0.01,0.14,2.78,,,,1,2,Bot,,,,,516472,,,2.81046345249215,-116.032199979468,-0.0176437153277022,12.4079167867306,24.0315727206169,-32.5171677254983,3.36,1.55,159.0,62.0,53.0,79.1,2357.0,6.1,531454,660271,516472,527043,664058,621493,592743,458913,545361,594777,54.41,,,,,,,,14,2,Sweeper,0,0,0,0,0,0,0,0,Standard,Standard,90.0,0.0,-0.037,,
ST,2018-09-02,81.3,-2.3,5.88,"Ohtani, Shohei",493329,660271,,called_strike,,,,,1,Yuli Gurriel strikes out swinging.,R,R,R,HOU,LAA,S,,,0,0,2018,1.23,0.32,-0.72,3.14,,,,1,2,Bot,,,,,516472,,,1.16861296408006,-118.303537919484,-0.0906797257356812,11.230709896192,23.9020692889482,-29.4274610248701,3.41,1.61,,,,81.0,2212.0,6.2,531454,660271,516472,527043,664058,621493,592743,458913,545361,594777,54.27,,,,,,,,14,1,Sweeper,0,0,0,0,0,0,0,0,Standard,Standard,105.0,0.0,-0.026,,
FF,2018-09-02,97.8,-2.27,5.96,"Ohtani, Shohei",503556,660271,field_out,hit_into_play,,,,,4,"Marwin Gonzalez grounds out, pitcher Shohei Ohtani to third baseman Taylor Ward to first baseman Jefry Marte.",R,L,R,HOU,LAA,X,1.0,ground_ball,3,2,2018,-0.54,1.27,-0.79,2.78,,,,0,2,Bot,128.1,179.65,,,516472,,,5.30935312155822,-142.340010144825,-6.11580536793699,-8.66031796060413,32.7665205663128,-13.4830378398127,3.58,1.83,6.0,96.0,-23.0,98.7,2145.0,6.8,531454,660271,516472,527043,664058,621493,592743,458913,545361,594777,53.72,0.153,0.122,0.0,1.0,0.0,0.0,2.0,13,6,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard,203.0,-0.023,-0.303,,
FF,2018-09-02,92.7,-2.06,5.99,"Ohtani, Shohei",503556,660271,,swinging_strike,,,,,14,"Marwin Gonzalez grounds out, pitcher Shohei Ohtani to third baseman Taylor Ward to first baseman Jefry Marte.",R,L,R,HOU,LAA,S,,,3,1,2018,-0.46,1.38,0.16,1.6,,,,0,2,Bot,,,,,516472,,,6.74443159579069,-134.668282354626,-8.54943063191525,-7.12720822436322,29.902137800038,-13.3842300188539,3.49,1.76,,,,93.5,2037.0,6.9,531454,660271,516472,527043,664058,621493,592743,458913,545361,594777,53.61,,,,,,,,13,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard,198.0,0.0,-0.081,,
FF,2018-09-02,96.4,-2.29,5.96,"Ohtani, Shohei",503556,660271,,ball,,,,,11,"Marwin Gonzalez grounds out, pitcher Shohei Ohtani to third baseman Taylor Ward to first baseman Jefry Marte.",R,L,R,HOU,LAA,B,,,2,1,2018,-0.46,1.3,-1.18,3.35,,,,0,2,Bot,,,,,516472,,,4.02075416987963,-140.400288609396,-4.42062167428752,-7.09737818242974,31.8696995986329,-13.9385643943316,3.52,1.83,,,,97.1,2160.0,6.7,531454,660271,516472,527043,664058,621493,592743,458913,545361,594777,53.83,,,,,,,,13,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard,200.0,0.0,0.11,,
FF,2018-09-02,94.2,-2.12,6.04,"Ohtani, Shohei",503556,660271,,foul,,,,,5,"Marwin Gonzalez grounds out, pitcher Shohei Ohtani to third baseman Taylor Ward to first baseman Jefry Marte.",R,L,R,HOU,LAA,S,,,2,0,2018,-0.55,1.48,0.13,2.8,,,,0,2,Bot,,,,,516472,,,7.08903881014667,-137.028377920558,-6.05424889144724,-8.46530035003049,29.2801266166554,-12.3136821934983,3.47,1.76,104.0,104.1,5.0,94.8,2142.0,6.6,531454,660271,516472,527043,664058,621493,592743,458913,545361,594777,53.94,,,,,,,,13,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard,200.0,0.0,-0.057,,
FF,2018-09-02,95.4,-2.09,6.02,"Ohtani, Shohei",503556,660271,,ball,,,,,14,"Marwin Gonzalez grounds out, pitcher Shohei Ohtani to third baseman Taylor Ward to first baseman Jefry Marte.",R,L,R,HOU,LAA,B,,,1,0,2018,-0.33,1.48,1.21,2.05,,,,0,2,Bot,,,,,516472,,,9.52607079940695,-138.558130286802,-8.27702673851095,-6.37790578753429,30.1197259365491,-11.1056248684144,3.54,1.79,,,,96.3,2147.0,6.9,531454,660271,516472,527043,664058,621493,592743,458913,545361,594777,53.65,,,,,,,,13,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard,192.0,0.0,0.064,,
FF,2018-09-02,95.9,-2.24,6.03,"Ohtani, Shohei",503556,660271,,ball,,,,,14,"Marwin Gonzalez grounds out, pitcher Shohei Ohtani to third baseman Taylor Ward to first baseman Jefry Marte.",R,L,R,HOU,LAA,B,,,0,0,2018,-0.41,1.55,0.01,1.58,,,,0,2,Bot,,,,,516472,,,6.94868989359657,-139.26833010609,-9.75986274095092,-6.99943166289889,30.9699964486355,-9.73764409110399,3.54,1.79,,,,96.4,2135.0,6.7,531454,660271,516472,527043,664058,621493,592743,458913,545361,594777,53.81,,,,,,,,13,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Strategic,195.0,0.0,0.036,,
ST,2018-09-02,83.6,-2.46,5.74,"Ohtani, Shohei",643603,660271,strikeout,called_strike,,,,,7,Tyler White called out on strikes.,R,R,R,HOU,LAA,S,2.0,,3,2,2018,1.33,0.35,-0.29,1.6,,543807.0,621043.0,2,1,Bot,,,,,516472,,,2.37675747865318,-121.697830747634,-3.805673310955,12.6954176968821,24.1701310894876,-28.2031791271568,3.05,1.45,,,,83.6,2443.0,6.3,531454,660271,516472,527043,664058,621493,592743,458913,545361,594777,54.18,,0.0,0.0,1.0,0.0,0.0,,8,6,Sweeper,0,0,0,0,0,0,0,0,Standard,Standard,105.0,-0.042,-0.483,,
FF,2018-09-02,98.1,-2.25,5.89,"Ohtani, Shohei",643603,660271,,foul,,,,,3,Tyler White called out on strikes.,R,R,R,HOU,LAA,S,,,3,1,2018,-0.29,1.42,0.42,2.83,,543807.0,621043.0,2,1,Bot,,,,,516472,,,7.9297696924493,-142.644690622183,-6.11634660195323,-5.86258096248777,33.6835257236549,-11.4343710139613,2.9,1.52,155.0,83.9,9.0,98.5,2312.0,6.6,531454,660271,516472,527043,664058,621493,592743,458913,545361,594777,53.9,,,,,,,,8,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,192.0,0.0,-0.161,,
FF,2018-09-02,97.9,-2.22,5.84,"Ohtani, Shohei",643603,660271,,ball,,,,,9,Tyler White called out on strikes.,R,R,R,HOU,LAA,B,,,2,1,2018,-0.37,1.34,0.79,1.44,,543807.0,621043.0,2,1,Bot,,,,,516472,,,9.08763254455906,-142.226837256895,-9.62409851994926,-7.21729391369872,33.0378440319516,-11.6151350239231,2.98,1.41,,,,98.8,2126.0,6.9,531454,660271,516472,527043,664058,621493,592743,458913,545361,594777,53.56,,,,,,,,8,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,195.0,0.0,0.133,,
FF,2018-09-02,97.5,-2.16,5.89,"Ohtani, Shohei",643603,660271,,ball,,,,,12,Tyler White called out on strikes.,R,R,R,HOU,LAA,B,,,1,1,2018,-0.32,1.21,0.35,3.65,,543807.0,621043.0,2,1,Bot,,,,,516472,,,7.52269100698484,-141.802208452317,-3.32456533811795,-6.14428920492738,33.2164562557044,-15.1941867843861,2.98,1.43,,,,97.8,2206.0,6.5,531454,660271,516472,527043,664058,621493,592743,458913,545361,594777,53.97,,,,,,,,8,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,195.0,0.0,0.085,,
FF,2018-09-02,99.3,-2.35,5.92,"Ohtani, Shohei",643603,660271,,ball,,,,,14,Tyler White called out on strikes.,R,R,R,HOU,LAA,B,,,0,1,2018,-0.23,1.35,1.13,2.1,,543807.0,621043.0,2,1,Bot,,,,,516472,,,10.110904424705,-144.153098538107,-8.28524654063565,-5.55133274654645,33.517562633883,-11.3344328853756,3.12,1.54,,,,99.9,2288.0,6.7,531454,660271,516472,527043,664058,621493,592743,458913,545361,594777,53.76,,,,,,,,8,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,189.0,0.0,0.041,,
ST,2018-09-02,83.4,-2.29,5.87,"Ohtani, Shohei",643603,660271,,called_strike,,,,,11,Tyler White called out on strikes.,R,R,R,HOU,LAA,S,,,0,0,2018,1.31,0.2,-0.12,3.08,,543807.0,621043.0,2,1,Bot,,,,,516472,,,2.38996094069983,-121.509064172239,-0.356691324529423,12.6370102271732,25.1271316224549,-30.3056264172222,2.86,1.33,,,,84.0,2318.0,6.7,531454,660271,516472,527043,664058,621493,592743,458913,545361,594777,53.76,,,,,,,,8,1,Sweeper,0,0,0,0,0,0,0,0,Standard,Standard,99.0,0.0,-0.06,,
FF,2018-09-02,98.2,-2.36,5.9,"Ohtani, Shohei",621043,660271,walk,ball,,,,,14,Carlos Correa walks.   George Springer to 2nd.,R,R,R,HOU,LAA,B,,,3,2,2018,-0.3,1.39,0.37,1.43,,,543807.0,2,1,Bot,,,,,516472,,,8.14309709041786,-142.616224027938,-9.90400227197662,-6.09230076640893,34.2532028240879,-10.8712479181525,3.65,1.83,,,,98.5,2257.0,6.7,531454,660271,516472,527043,664058,621493,592743,458913,545361,594777,53.83,,0.68953,0.7,1.0,0.0,0.0,,7,7,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Strategic,192.0,0.02,0.191,,
ST,2018-09-02,81.6,-2.42,5.86,"Ohtani, Shohei",621043,660271,,ball,,,,,11,Carlos Correa walks.   George Springer to 2nd.,R,R,R,HOU,LAA,B,,,2,2,2018,1.43,0.17,-0.47,4.28,,,543807.0,2,1,Bot,,,,,516472,,,1.64692834215355,-118.746471844255,2.73218991572827,13.0943604789295,24.1630932155293,-31.3185924345767,3.63,1.72,,,,81.4,2411.0,6.3,531454,660271,516472,527043,664058,621493,592743,458913,545361,594777,54.2,,,,,,,,7,6,Sweeper,0,0,0,0,0,0,0,0,Standard,Strategic,97.0,0.0,0.068,,
FS,2018-09-02,88.9,-2.14,5.97,"Ohtani, Shohei",621043,660271,,foul,,,,,8,Carlos Correa walks.   George Springer to 2nd.,R,R,R,HOU,LAA,S,,,2,2,2018,-0.37,0.25,0.13,2.24,,,543807.0,2,1,Bot,,,,,516472,,,6.37097768423424,-129.357010955522,-3.62131698815533,-5.54846570423614,27.7537362700457,-28.8131278673715,3.56,1.76,121.0,64.3,18.0,89.0,1204.0,6.4,531454,660271,516472,527043,664058,621493,592743,458913,545361,594777,54.07,,,,,,,,7,5,Split-Finger,0,0,0,0,0,0,0,0,Standard,Strategic,236.0,0.0,0.0,,
FS,2018-09-02,88.6,-2.09,6.08,"Ohtani, Shohei",621043,660271,,blocked_ball,,,,,14,Carlos Correa walks.   George Springer to 2nd.,R,R,R,HOU,LAA,B,,,1,2,2018,-0.6,0.11,0.75,-0.57,,,543807.0,2,1,Bot,,,,,516472,,,8.14791575453975,-128.438250203051,-10.3028784987413,-8.33715091810427,27.2292382769261,-28.9868350374718,3.58,1.7,,,,88.1,1376.0,6.3,531454,660271,516472,527043,664058,621493,592743,458913,545361,594777,54.24,,,,,,,,7,4,Split-Finger,0,0,0,0,0,0,0,0,Standard,Strategic,259.0,0.0,0.028,,
